post_id, num_words, text_length, contains_questmark, num_questmark, contains_exclammark, num_exclammark, contains_happyemo, contains_sademo, contains_firstorderpron, contains_secondorderpron, contains_thirdorderpron, num_uppercasechars, num_possentiwords, num_negsentiwords, num_mentions, num_hashtags, num_URLs, num_retweets
665287404618649600,12,129,false,0,false,0,false,false,false,false,false,8,null,null,1,2,2,744
665292159940071424,5,80,false,0,false,0,false,false,null,null,null,9,null,null,1,1,2,806
665291848370360320,7,94,false,0,false,0,false,false,null,null,null,9,null,null,1,1,2,0
665291575350685696,6,89,false,0,false,0,false,false,null,null,null,10,null,null,0,1,2,0
665291528961589248,10,134,false,0,false,0,false,false,false,false,false,15,null,null,0,2,2,0
665291379669602304,7,92,false,0,false,0,false,false,null,null,null,10,null,null,1,1,2,0
665291254398365697,7,93,false,0,false,0,false,false,null,null,null,10,null,null,0,1,2,0
665291177621643264,6,89,false,0,false,0,false,false,null,null,null,9,null,null,0,2,2,0
665290685768204290,5,81,false,0,false,0,false,false,null,null,null,9,null,null,0,1,2,0
665289670784364544,6,86,false,0,false,0,false,false,null,null,null,9,null,null,0,2,2,0
665289590413123585,5,80,false,0,false,0,false,false,null,null,null,9,null,null,0,1,2,0
665289575363907584,6,89,false,0,false,0,false,false,null,null,null,10,null,null,0,1,2,0
665289559790501892,6,92,false,0,false,0,false,false,null,null,null,9,null,null,1,1,2,0
665289534087831553,6,89,false,0,false,0,false,false,null,null,null,10,null,null,0,1,2,0
665289239781908480,8,105,false,0,false,0,false,false,null,null,null,10,null,null,0,1,2,0
665289191669039104,8,101,false,0,false,0,false,false,null,null,null,9,null,null,1,2,2,0
665289139961634820,5,80,false,0,false,0,false,false,null,null,null,9,null,null,0,1,2,0
665288750667296768,7,96,false,0,false,0,false,false,false,false,false,9,null,null,0,3,2,0
665288382235414529,5,80,false,0,false,0,false,false,null,null,null,9,null,null,0,1,2,806
665292486449963009,9,107,false,0,false,0,false,false,false,false,false,10,null,null,0,1,2,0
665299915065573376,7,95,false,0,false,0,false,false,null,null,null,9,null,null,1,1,2,0
665291055118606339,13,119,false,0,false,0,false,false,false,false,false,5,null,null,1,1,2,100
665289201945026560,11,121,false,0,false,0,false,false,null,null,null,1,null,null,0,1,2,0
665287014007201792,16,137,false,0,false,0,false,false,false,false,false,5,null,null,0,2,2,0
665286132171718656,15,133,false,0,false,0,false,false,false,false,false,6,null,null,0,2,2,0
665286021769265152,11,97,false,0,false,0,false,false,null,null,null,1,null,null,1,1,1,3
665285983244562432,13,119,false,0,false,0,false,false,false,false,false,5,null,null,0,1,2,0
665285815170412545,13,119,false,0,false,0,false,false,false,false,false,5,null,null,0,1,2,0
665285630658768896,13,119,false,0,false,0,false,false,false,false,false,5,null,null,0,1,2,0
665285257642565632,11,97,false,0,false,0,false,false,null,null,null,1,null,null,0,1,1,3
665284542454853632,15,132,false,0,false,0,false,false,false,false,false,5,null,null,1,1,2,0
665284214321975296,15,138,true,1,false,0,false,false,false,false,false,9,null,null,1,2,2,0
665284054829412352,14,127,false,0,false,0,false,false,false,false,false,5,null,null,0,1,2,0
665284020666781696,12,104,false,0,false,0,false,false,null,null,null,1,null,null,0,1,1,0
665283943965532160,16,138,false,0,false,0,false,false,false,false,false,6,null,null,0,1,2,0
665283861165813760,14,127,false,0,false,0,false,false,false,false,false,5,null,null,0,1,2,0
665282625003765760,14,130,false,0,false,0,false,false,false,false,false,5,null,null,1,1,2,0
665282394560311297,13,119,false,0,false,0,false,false,false,false,false,5,null,null,0,1,2,100
665282129333456896,11,97,false,0,false,0,false,false,null,null,null,1,null,null,0,1,1,0
665281959162195968,11,97,false,0,false,0,false,false,null,null,null,1,null,null,0,1,1,0
665281686872158208,11,97,false,0,false,0,false,false,null,null,null,1,null,null,0,1,1,2811
665292174490075136,14,139,false,0,false,0,false,false,false,false,false,8,null,null,2,0,2,851
665292057431433216,14,138,false,0,false,0,false,false,false,false,false,10,null,null,0,0,2,0
665291304683835392,17,134,false,0,false,0,false,false,false,false,false,13,null,null,0,0,1,0
665291205723467776,15,121,false,0,false,0,false,false,false,false,false,10,null,null,0,1,1,0
665290226223480832,14,128,false,0,false,0,false,false,false,false,false,8,null,null,1,0,2,0
665289648684580865,15,122,false,0,false,0,false,false,false,false,false,10,null,null,0,1,1,0
665289412645777408,14,139,false,0,false,0,false,false,false,false,false,8,null,null,1,0,2,851
665293073769975808,17,132,false,0,false,0,false,false,false,false,false,13,null,null,0,0,1,0
665292680398807041,16,124,false,0,false,0,false,false,false,false,false,13,null,null,0,0,1,0
665292187819634689,21,133,false,0,false,0,false,false,false,false,false,3,null,null,2,0,1,305
665292180811042816,20,144,false,0,false,0,false,false,false,false,false,4,null,null,1,0,1,116
665292172628000768,18,138,false,0,false,0,false,false,false,false,false,4,null,null,2,1,1,167
665292171155738624,16,140,false,0,false,0,false,false,false,false,false,1,null,null,2,2,1,453
665292073692758016,18,135,false,0,false,0,false,false,false,false,false,5,null,null,2,1,1,23
665292042252193792,20,133,false,0,false,0,false,false,false,false,false,5,null,null,2,0,1,2
665292000044949506,15,123,false,0,true,1,false,false,null,null,null,2,null,null,1,2,1,37
665291526440898560,20,144,false,0,false,0,false,false,false,false,false,4,null,null,0,0,1,116
665291268734500864,17,114,false,0,false,0,false,false,false,false,false,3,null,null,1,1,1,4
665291218448986115,16,140,false,0,false,0,false,false,false,false,false,1,null,null,1,2,1,453
665291206289526784,20,133,false,0,false,0,false,false,false,false,false,5,null,null,1,0,1,2
665291180566032385,8,98,false,0,false,0,false,false,null,null,null,1,null,null,1,1,1,0
665290890769014784,18,135,false,0,false,0,false,false,false,false,false,5,null,null,1,1,1,23
665290881717641216,15,123,false,0,true,1,false,false,null,null,null,2,null,null,0,2,1,37
665290713882578945,17,114,false,0,false,0,false,false,false,false,false,3,null,null,0,1,1,4
665290535364595713,19,136,false,0,false,0,false,false,false,false,false,2,null,null,1,1,1,0
665289989572399104,18,138,false,0,false,0,false,false,false,false,false,4,null,null,1,1,1,167
665289768733941761,21,133,false,0,false,0,false,false,false,false,false,3,null,null,1,0,1,305
665294239132205060,18,137,false,0,false,0,false,false,false,false,false,4,null,null,1,2,1,384
665294119791673348,19,139,false,0,false,0,false,false,false,false,false,5,null,null,0,2,1,0
665293982063132672,18,137,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,384
665293242011934721,16,140,false,0,false,0,false,false,false,false,false,3,null,null,2,2,1,6
665292495429967872,16,140,false,0,false,0,false,false,false,false,false,3,null,null,1,2,1,6
665292475955703809,7,59,false,0,false,0,false,false,false,false,false,2,null,null,0,0,1,0
665297201585778690,13,116,false,0,false,0,false,false,false,false,false,3,null,null,1,0,2,344
665297014528286721,18,139,false,0,false,0,false,false,false,false,false,7,null,null,0,1,1,0
665296952234381312,16,137,false,0,false,0,false,false,false,false,false,4,null,null,1,0,2,1
665296594552627200,18,139,false,0,false,0,true,false,false,false,false,4,null,null,0,2,1,0
665296478362030080,18,139,false,0,false,0,false,false,false,false,false,7,null,null,1,1,1,1
665296364335689729,15,137,false,0,false,0,false,false,false,false,false,4,null,null,1,1,2,0
665296294651412480,14,131,false,0,false,0,false,false,false,false,false,3,null,null,1,0,2,0
665295921182212097,13,116,false,0,false,0,false,false,false,false,false,3,null,null,0,0,2,344
665295811601948673,18,139,false,0,false,0,false,false,false,false,false,7,null,null,0,1,1,1
665295416469032961,19,139,false,0,false,0,true,false,false,false,false,4,null,null,0,2,1,0
665294768830857216,18,137,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665294676329684993,4,54,false,0,false,0,false,false,null,null,null,2,null,null,1,2,1,2
665294570331181056,19,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665294548000759808,18,137,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665294541155663872,19,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665294489435656192,4,54,false,0,false,0,false,false,null,null,null,2,null,null,0,2,1,2
665294353242411008,19,139,false,0,true,1,false,false,false,false,false,5,null,null,0,2,1,0
665298473990889473,18,115,false,0,false,0,false,false,false,false,false,3,null,null,0,0,1,2
665298376620154881,18,139,false,0,false,0,false,false,false,false,false,4,null,null,1,2,1,1
665298307544178688,16,132,false,0,true,1,false,false,null,null,null,3,null,null,0,2,1,0
665298221120360448,15,117,false,0,false,0,false,false,false,false,false,3,null,null,1,1,1,1
665297864483041281,15,117,false,0,false,0,false,false,false,false,false,3,null,null,0,1,1,1
665297785651126272,18,138,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297758274752514,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297642327441409,19,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297629723631616,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297572848730112,19,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297569535266816,19,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297558311407616,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297558265307136,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297546978312192,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297546173026304,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297539449511937,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,1
665297520654872576,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297512853544960,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,2
665297510911631360,17,122,false,0,false,0,false,false,false,false,false,2,null,null,0,1,1,0
665297454028472320,13,116,false,0,false,0,false,false,false,false,false,3,null,null,0,0,2,0
665297372398952450,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297331328151552,19,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297327364575232,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297326274121729,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297291155218433,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665297283337068544,18,139,false,0,false,0,false,false,false,false,false,4,null,null,0,2,1,0
665301031270506498,14,116,false,0,false,0,false,false,false,false,false,2,null,null,2,1,1,14
665299878273155075,18,139,false,0,false,0,false,false,false,false,false,4,null,null,1,2,1,2
665299482389651460,14,116,false,0,false,0,false,false,false,false,false,2,null,null,1,1,1,14
665299271537852416,15,131,false,0,false,0,false,false,false,false,false,5,null,null,0,0,2,0
665299145951875073,18,115,false,0,false,0,false,false,false,false,false,3,null,null,1,0,1,2
665316793653694465,21,138,false,0,false,0,false,false,false,false,false,5,null,null,1,0,1,21
665292185085091841,9,81,false,0,false,0,false,false,null,null,null,4,null,null,1,1,1,504
665292160447705092,11,97,false,0,false,0,false,false,null,null,null,1,null,null,1,1,1,2811
665289101080424449,10,98,false,0,false,0,false,false,null,null,null,4,null,null,2,1,1,1
665288540847218690,12,112,false,0,false,0,false,false,false,false,false,5,null,null,0,1,1,0
665288068820303872,13,112,false,0,false,0,false,false,null,null,null,5,null,null,0,3,1,0
665287883016769536,11,109,false,0,false,0,false,false,null,null,null,6,null,null,0,1,1,0
665287874498068480,11,103,false,0,false,0,false,false,null,null,null,4,null,null,2,1,1,3
665287811420000256,10,98,false,0,false,0,false,false,null,null,null,4,null,null,1,1,1,1
665286481901039616,10,112,false,0,false,0,false,false,false,false,false,1,null,null,2,1,2,1
665286092711723008,11,100,false,0,false,0,false,false,null,null,null,4,null,null,2,1,1,4
665286005130469376,10,112,false,0,false,0,false,false,false,false,false,1,null,null,1,1,2,1
665285647385653248,11,103,false,0,false,0,false,false,null,null,null,4,null,null,1,1,1,3
665285304543256576,11,100,false,0,false,0,false,false,null,null,null,4,null,null,1,1,1,4
665285224540975104,9,81,false,0,false,0,false,false,null,null,null,4,null,null,0,1,1,504
665292120203350018,11,115,false,0,false,0,false,false,null,null,null,1,null,null,1,2,2,1774
665286752232456194,15,138,false,0,false,0,false,false,null,null,null,2,null,null,1,2,2,0
665286410027577345,12,129,false,0,false,0,false,false,null,null,null,1,null,null,2,2,2,6
665286232889536512,12,121,false,0,false,0,false,false,null,null,null,1,null,null,0,3,2,0
665286149569646592,14,131,false,0,false,0,false,false,null,null,null,1,null,null,2,1,2,3
665285295559061505,13,133,false,0,false,0,false,false,null,null,null,2,null,null,2,2,2,1
665284982705938432,12,131,false,0,false,0,false,false,null,null,null,1,null,null,0,3,2,0
665284978553577472,12,137,false,0,false,0,false,false,null,null,null,1,null,null,2,2,2,0
665284851881385985,12,129,false,0,false,0,false,false,null,null,null,1,null,null,1,2,2,0
665284740581359617,13,133,false,0,false,0,false,false,null,null,null,2,null,null,1,2,2,1
665284678795022337,13,130,false,0,false,0,false,false,null,null,null,1,null,null,1,2,2,0
665284007890952192,12,126,false,0,false,0,false,false,null,null,null,3,null,null,0,2,2,0
665283819092746241,11,113,false,0,false,0,false,false,null,null,null,1,null,null,0,2,2,0
665283461381554176,12,129,false,0,false,0,false,false,null,null,null,1,null,null,1,2,2,6
665282987509063680,14,131,false,0,false,0,false,false,null,null,null,1,null,null,1,1,2,3
665282782353051648,13,130,false,0,false,0,false,false,null,null,null,1,null,null,1,2,2,0
665282600303525888,11,115,false,0,false,0,false,false,null,null,null,1,null,null,0,2,2,1773
665292185152000001,14,131,false,0,false,0,false,false,false,false,false,1,null,null,1,1,2,6215
665292055665594368,15,136,false,0,false,0,false,false,false,false,false,4,null,null,0,1,2,0
665291746054656000,13,124,false,0,false,0,false,false,false,false,false,1,null,null,0,1,2,0
665291443586654210,16,140,false,0,false,0,false,false,false,false,false,1,null,null,1,1,2,0
665291180805128196,14,131,false,0,false,0,false,false,false,false,false,1,null,null,0,1,2,6215
665294061289476096,15,136,false,0,false,0,false,false,false,false,false,4,null,null,0,1,2,0
665293835753422852,15,138,false,0,false,0,false,false,false,false,false,4,null,null,0,1,2,1
665293760490770436,15,138,false,0,false,0,false,false,false,false,false,4,null,null,0,1,2,0
665293449319596033,15,137,false,0,false,0,false,false,false,false,false,1,null,null,0,2,2,0
665293332927631360,19,136,false,0,false,0,false,false,false,false,false,91,null,null,1,0,1,6
665293320877441024,16,140,false,0,false,0,false,false,false,false,false,4,null,null,1,1,2,0
665293182922596357,14,131,false,0,false,0,false,false,false,false,false,1,null,null,0,1,2,0
665293104740769796,17,128,false,0,false,0,false,false,false,false,false,5,null,null,0,1,1,0
665292872355348480,19,136,false,0,false,0,false,false,false,false,false,91,null,null,0,0,1,6
665292793967992836,14,139,false,0,false,0,false,false,false,false,false,2,null,null,0,2,2,0
665295537701277696,14,131,false,0,false,0,false,false,false,false,false,1,null,null,0,1,2,0
665294952365228033,15,136,false,0,false,0,false,false,false,false,false,1,null,null,0,2,2,0
665294871981383680,14,131,false,0,false,0,false,false,false,false,false,1,null,null,0,1,2,0
665294552144678914,15,139,false,0,false,0,false,false,false,false,false,1,null,null,1,1,2,0
665294338063138817,15,138,false,0,false,0,false,false,false,false,false,4,null,null,1,1,2,1
665298351886241793,17,139,false,0,false,0,false,false,false,false,false,1,null,null,0,1,2,0
665298117395222528,16,139,false,0,false,0,false,false,false,false,false,0,null,null,0,1,2,0
665297566020583424,8,95,false,0,false,0,false,false,false,false,false,1,null,null,0,0,2,0
665302468427841537,15,138,false,0,false,0,false,false,false,false,false,4,null,null,0,1,2,0
665316414903873536,9,116,false,0,true,1,false,false,false,false,false,2,null,null,0,2,2,0
665639252366110721,22,143,false,0,true,2,false,false,false,false,false,2,null,null,0,2,1,0
665647191504101378,18,143,false,0,false,0,false,false,false,false,true,9,null,null,0,2,1,0
665292177401057281,18,133,false,0,false,0,false,false,false,false,false,3,null,null,1,1,1,1808
665290585243168768,18,133,false,0,false,0,false,false,false,false,false,3,null,null,0,1,1,1808
665292082324574208,10,110,false,0,false,0,false,false,null,null,null,9,null,null,1,0,2,865
665284853504589825,8,98,false,0,false,0,false,false,null,null,null,1,null,null,0,0,2,0
665284765344538625,11,126,false,0,false,0,false,false,null,null,null,9,null,null,0,1,2,0
665283492826251264,10,110,false,0,false,0,false,false,null,null,null,9,null,null,0,0,2,864
665292186838265860,14,138,false,0,false,0,false,false,false,false,false,13,null,null,1,0,2,682
665289945377021953,13,128,false,0,false,0,false,false,false,false,false,5,null,null,1,0,2,3
665289447886430210,15,139,false,0,false,0,false,false,false,false,false,13,null,null,2,0,2,2
665289052518748161,15,139,false,0,false,0,false,false,false,false,false,13,null,null,1,0,2,2
665288235069870080,13,128,false,0,false,0,false,false,false,false,false,5,null,null,0,0,2,3
665287161911058433,14,138,false,0,false,0,false,false,false,false,false,13,null,null,0,0,2,682
665292187559723008,16,136,false,0,false,0,false,false,false,false,true,4,null,null,1,0,2,777
665291190422630401,18,130,false,0,false,0,false,false,false,false,true,5,null,null,0,0,1,0
